,Software_Package,Alias,Identifier,File_Name,count
0,AstroBlend,astroblend.com,0,apj_818_2_115.xml,1
1,AstroPy,10.1051/0004-6361/201322068,1,aj_148_1_13.xml,1
2,AstroPy,10.1051/0004-6361/201322068,1,aj_148_1_14.xml,1
3,AstroPy,10.1051/0004-6361/201322068,1,aj_148_3_53.xml,1
4,AstroPy,10.1051/0004-6361/201322068,1,aj_148_6_122.xml,1
5,AstroPy,10.1051/0004-6361/201322068,1,aj_150_4_118.xml,1
6,AstroPy,10.1051/0004-6361/201322068,1,aj_150_4_132.xml,1
7,AstroPy,10.1051/0004-6361/201322068,1,aj_150_5_145.xml,1
8,AstroPy,10.1051/0004-6361/201322068,1,aj_150_6_179.xml,1
9,AstroPy,10.1051/0004-6361/201322068,1,aj_150_6_189.xml,1
10,AstroPy,10.1051/0004-6361/201322068,1,aj_151_2_41.xml,1
11,AstroPy,10.1051/0004-6361/201322068,1,aj_151_3_61.xml,1
12,AstroPy,10.1051/0004-6361/201322068,1,aj_151_4_99.xml,1
13,AstroPy,10.1051/0004-6361/201322068,1,aj_151_6_173.xml,1
14,AstroPy,10.1051/0004-6361/201322068,1,aj_152_2_40.xml,1
15,AstroPy,10.1051/0004-6361/201322068,1,aj_152_3_70.xml,1
16,AstroPy,10.1051/0004-6361/201322068,1,aj_152_5_123.xml,1
17,AstroPy,10.1051/0004-6361/201322068,1,aj_152_6_154.xml,1
18,AstroPy,10.1051/0004-6361/201322068,1,aj_152_6_228.xml,1
19,AstroPy,10.1051/0004-6361/201322068,1,aj_153_1_10.xml,1
20,AstroPy,10.1051/0004-6361/201322068,1,aj_153_1_13.xml,1
21,AstroPy,10.1051/0004-6361/201322068,1,aj_153_1_3.xml,1
22,AstroPy,10.1051/0004-6361/201322068,1,aj_153_3_107.xml,1
23,AstroPy,10.1051/0004-6361/201322068,1,aj_153_3_116.xml,1
24,AstroPy,10.1051/0004-6361/201322068,1,aj_153_3_92.xml,1
25,AstroPy,10.1051/0004-6361/201322068,1,aj_153_3_95.xml,1
26,AstroPy,10.1051/0004-6361/201322068,1,aj_153_3_98.xml,1
27,AstroPy,10.1051/0004-6361/201322068,1,aj_153_4_142.xml,1
28,AstroPy,10.1051/0004-6361/201322068,1,aj_153_4_165.xml,1
29,AstroPy,10.1051/0004-6361/201322068,1,aj_153_5_233.xml,1
30,AstroPy,10.1051/0004-6361/201322068,1,aj_153_6_242.xml,1
31,AstroPy,10.1051/0004-6361/201322068,1,aj_153_6_243.xml,1
32,AstroPy,10.1051/0004-6361/201322068,1,aj_153_6_250.xml,1
33,AstroPy,10.1051/0004-6361/201322068,1,aj_153_6_257.xml,1
34,AstroPy,10.1051/0004-6361/201322068,1,aj_154_1_7.xml,1
35,AstroPy,10.1051/0004-6361/201322068,1,aj_154_3_118.xml,1
36,AstroPy,10.1051/0004-6361/201322068,1,aj_154_4_136.xml,1
37,AstroPy,10.1051/0004-6361/201322068,1,aj_154_5_190.xml,1
38,AstroPy,10.1051/0004-6361/201322068,1,aj_154_5_203.xml,1
39,AstroPy,10.1051/0004-6361/201322068,1,aj_154_6_218.xml,1
40,AstroPy,10.1051/0004-6361/201322068,1,aj_154_6_220.xml,1
41,AstroPy,10.1051/0004-6361/201322068,1,aj_154_6_228.xml,1
42,AstroPy,10.1051/0004-6361/201322068,1,aj_154_6_243.xml,1
43,AstroPy,10.1051/0004-6361/201322068,1,aj_154_6_256.xml,1
44,AstroPy,10.1051/0004-6361/201322068,1,aj_154_6_263.xml,1
45,AstroPy,10.1051/0004-6361/201322068,1,aj_154_6_267.xml,1
46,AstroPy,10.1051/0004-6361/201322068,1,aj_155_1_3.xml,1
47,AstroPy,10.1051/0004-6361/201322068,1,aj_155_1_34.xml,1
48,AstroPy,10.1051/0004-6361/201322068,1,aj_155_1_4.xml,1
49,AstroPy,10.1051/0004-6361/201322068,1,aj_155_2_59.xml,1
50,AstroPy,10.1051/0004-6361/201322068,1,aj_155_2_66.xml,1
51,AstroPy,10.1051/0004-6361/201322068,1,aj_155_2_83.xml,1
52,AstroPy,10.1051/0004-6361/201322068,1,aj_155_2_89.xml,1
53,AstroPy,10.1051/0004-6361/201322068,1,aj_155_2_99.xml,1
54,AstroPy,10.1051/0004-6361/201322068,1,aj_155_3_123.xml,1
55,AstroPy,10.1051/0004-6361/201322068,1,aj_155_3_128.xml,1
56,AstroPy,10.1051/0004-6361/201322068,1,aj_155_3_131.xml,1
57,AstroPy,10.1051/0004-6361/201322068,1,aj_155_3_132.xml,1
58,AstroPy,10.1051/0004-6361/201322068,1,aj_155_4_149.xml,1
59,AstroPy,10.1051/0004-6361/201322068,1,aj_155_4_164.xml,1
60,AstroPy,10.1051/0004-6361/201322068,1,aj_155_4_182.xml,1
61,AstroPy,10.1051/0004-6361/201322068,1,aj_155_5_194.xml,1
62,AstroPy,10.1051/0004-6361/201322068,1,aj_155_5_199.xml,1
63,AstroPy,10.1051/0004-6361/201322068,1,aj_155_5_201.xml,1
64,AstroPy,10.1051/0004-6361/201322068,1,aj_155_5_212.xml,1
65,AstroPy,10.1051/0004-6361/201322068,1,apj_779_1_50.xml,1
66,AstroPy,10.1051/0004-6361/201322068,1,apj_780_1_75.xml,1
67,AstroPy,10.1051/0004-6361/201322068,1,apj_781_1_35.xml,1
68,AstroPy,10.1051/0004-6361/201322068,1,apj_782_2_78.xml,1
